
Param size = 182.449 MB
Start training !
========> pt_296:  2.0253716595470905
========> pt_297:  4.147537089884281
========> pt_298:  3.3097652345895767
========> pt_299:  2.440543957054615
========> pt_300:  4.601031541824341
========> pt_301:  3.4773777052760124
========> pt_302:  4.788205176591873
========> pt_303:  3.1662028282880783
========> pt_304:  2.6727179437875748
========> pt_305:  3.281874805688858
========> pt_306:  2.3988131433725357
========> pt_307:  2.598525397479534
========> pt_308:  3.2146208360791206
========> pt_309:  2.3121023178100586
========> pt_310:  3.5694463178515434
========> pt_311:  2.357555106282234
========> pt_312:  2.2795912995934486
========> pt_313:  2.4385008215904236
========> pt_314:  3.2447499781847
========> pt_315:  2.929282560944557
========> pt_316:  3.8807860016822815
========> pt_317:  4.290322922170162
========> pt_318:  5.060923993587494
========> pt_319:  2.309053912758827
========> pt_320:  2.2965778782963753
========> pt_321:  3.830421604216099
========> pt_322:  2.9341910406947136
========> pt_323:  7.535998895764351
========> pt_324:  2.764957621693611
========> pt_325:  3.299166224896908
========> pt_326:  2.7311448380351067
========> pt_327:  2.5750161707401276
========> pt_328:  2.4509911984205246
========> pt_329:  6.2285783886909485
========> pt_330:  6.881617158651352
========> pt_331:  3.396538645029068
========> pt_332:  2.414654418826103
========> pt_333:  2.1763580664992332
========> pt_334:  1.9724351540207863
========> pt_335:  5.0884488224983215
========> pt_336:  3.8587741181254387
========> pt_337:  2.562905214726925
========> pt_338:  2.330254279077053
========> pt_339:  2.6042506098747253
========> pt_340:  3.238370232284069
===============================================> mean Dose score: 3.231728154048324
        ==> Saving best_val_evaluation_index model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.043237685278,     best is           0.043115974203
            Average val evaluation index is   -3.231728154048,     best is           -3.231728154048
    Train use time   1526.83075
    Train loader use time     72.54464
    Val use time     45.12339
    Total use time   1575.27846
    End lr is 0.000152994072, 0.000152994072
    time: 02:41:48
Epoch: 79, iter: 39499
    Begin lr is 0.000152994072, 0.000152994072
========> pt_241:  2.8075946122407913
========> pt_242:  2.4409353733062744
========> pt_243:  4.220134764909744
========> pt_244:  2.70517211407423
========> pt_245:  3.3939405903220177
========> pt_246:  3.515510931611061
========> pt_247:  2.40474671125412
========> pt_248:  2.348773404955864
========> pt_249:  3.701343424618244
========> pt_250:  2.430824004113674
========> pt_251:  3.4860238060355186
========> pt_252:  3.732117973268032
========> pt_253:  3.6746924370527267
========> pt_254:  3.3469169214367867
========> pt_255:  3.553263172507286
========> pt_256:  2.3644837737083435
========> pt_257:  2.8535326942801476
========> pt_258:  2.4501272663474083
========> pt_259:  2.791841998696327
========> pt_260:  4.075588211417198
========> pt_261:  3.789653293788433
========> pt_262:  3.4105563536286354
========> pt_263:  2.9758691787719727
========> pt_264:  3.74697457998991
========> pt_265:  2.6326151192188263
========> pt_266:  3.8606618344783783
========> pt_267:  3.55346005409956
========> pt_268:  3.6991140991449356
========> pt_269:  2.6140693947672844
========> pt_270:  4.853474423289299
========> pt_271:  3.2673553749918938
========> pt_272:  3.326774761080742
========> pt_273:  2.644331268966198
========> pt_274:  4.065639041364193
========> pt_275:  3.3799633011221886
========> pt_276:  2.2271516919136047
========> pt_277:  2.48456459492445
========> pt_278:  4.023611210286617
========> pt_279:  2.4966293945908546
========> pt_280:  2.7494563907384872
========> pt_281:  2.972601465880871
========> pt_282:  2.748350203037262
========> pt_283:  5.772201642394066
========> pt_284:  2.548266351222992
========> pt_285:  2.87185937166214
========> pt_286:  3.1825312227010727
========> pt_287:  4.141273647546768
========> pt_288:  2.3462512344121933
========> pt_289:  3.636714890599251
========> pt_290:  3.834105506539345
========> pt_291:  2.417414151132107
========> pt_292:  2.977740988135338
========> pt_293:  2.9635806381702423
========> pt_294:  2.543211840093136
========> pt_295:  3.0376631394028664
========> pt_296:  2.155313901603222
========> pt_297:  4.2934732884168625
========> pt_298:  3.1908422335982323
========> pt_299:  2.6969844475388527
========> pt_300:  4.593048319220543
========> pt_301:  3.5112447291612625
========> pt_302:  4.692472219467163
========> pt_303:  3.1889576464891434
========> pt_304:  2.701151557266712
========> pt_305:  3.2093796133995056
========> pt_306:  2.4100609496235847
========> pt_307:  2.830745540559292
========> pt_308:  3.383944481611252
========> pt_309:  2.358999252319336
========> pt_310:  3.7342367321252823
========> pt_311:  2.1371435560286045
========> pt_312:  2.352941818535328
========> pt_313:  2.504725009202957
========> pt_314:  3.463122174143791
========> pt_315:  3.123619817197323
========> pt_316:  3.8060088083148003
========> pt_317:  4.326913170516491
========> pt_318:  5.508298948407173
========> pt_319:  2.362109199166298
========> pt_320:  2.365889847278595
========> pt_321:  4.012276828289032
========> pt_322:  2.987644262611866
========> pt_323:  7.724385634064674
========> pt_324:  2.8828860446810722
========> pt_325:  3.4816572070121765
========> pt_326:  2.7993274107575417
========> pt_327:  2.772517092525959
========> pt_328:  2.7477068826556206
========> pt_329:  7.59535439312458
========> pt_330:  6.797484308481216
========> pt_331:  3.4855734556913376
========> pt_332:  2.4399952962994576
========> pt_333:  2.3377352580428123
========> pt_334:  1.9921162724494934
========> pt_335:  4.893661737442017
========> pt_336:  3.8137737661600113
========> pt_337:  2.8083855286240578
========> pt_338:  2.361000142991543
========> pt_339:  2.6511887460947037
========> pt_340:  3.271891474723816
===============================================> mean Dose score: 3.308514448441565
        ==> Saving latest model successfully !
            Average train loss is             0.043257340498,     best is           0.043115974203
            Average val evaluation index is   -3.308514448442,     best is           -3.231728154048
    Train use time   1527.31285
    Train loader use time     74.29709
    Val use time     44.82853
    Total use time   1573.96626
    End lr is 0.000150050000, 0.000150050000
    time: 03:08:02
Epoch: 80, iter: 39999
    Begin lr is 0.000150050000, 0.000150050000
========> pt_241:  3.0605530366301537
========> pt_242:  2.4127278476953506
========> pt_243:  4.3608346953988075
========> pt_244:  2.709275595843792
========> pt_245:  3.3063822612166405
========> pt_246:  3.663552850484848
========> pt_247:  2.5082381069660187
========> pt_248:  2.276012748479843
========> pt_249:  3.8117363676428795
========> pt_250:  2.472885474562645
========> pt_251:  3.4469911828637123
========> pt_252:  3.3959800750017166
========> pt_253:  3.995479568839073
========> pt_254:  3.4349462017416954
========> pt_255:  3.2271860539913177
========> pt_256:  2.2198569029569626
========> pt_257:  2.995656691491604
========> pt_258:  2.498403415083885
========> pt_259:  2.658364102244377
========> pt_260:  3.973243162035942
========> pt_261:  3.861146867275238
========> pt_262:  3.3610840514302254
========> pt_263:  2.806927040219307
========> pt_264:  3.666967637836933
========> pt_265:  2.5432121008634567
========> pt_266:  3.4237807989120483
========> pt_267:  3.377230428159237
========> pt_268:  3.969803862273693
========> pt_269:  2.5562748685479164
========> pt_270:  5.264334753155708
========> pt_271:  3.3961008116602898
========> pt_272:  3.1838559359312057
========> pt_273:  2.555559054017067
========> pt_274:  4.052773155272007
========> pt_275:  3.6069821193814278
========> pt_276:  2.3364003747701645
========> pt_277:  2.338651604950428
========> pt_278:  4.339449964463711
========> pt_279:  2.6400160416960716
========> pt_280:  2.9234102740883827
========> pt_281:  2.722961865365505
========> pt_282:  2.7074361220002174
========> pt_283:  5.574731752276421
========> pt_284:  2.804436944425106
========> pt_285:  2.6655175536870956
========> pt_286:  3.1299155950546265
========> pt_287:  4.2990511655807495
========> pt_288:  2.2829708829522133
========> pt_289:  3.804658018052578
========> pt_290:  3.790784515440464
========> pt_291:  2.6103252544999123
========> pt_292:  2.993171811103821
========> pt_293:  2.8518225625157356
========> pt_294:  2.5421372056007385
========> pt_295:  3.321453742682934
========> pt_296:  1.9873257912695408
========> pt_297:  4.236690029501915
========> pt_298:  3.4873031452298164
========> pt_299:  2.551938258111477
========> pt_300:  4.793585911393166
========> pt_301:  3.2789145410060883
========> pt_302:  4.906136989593506
========> pt_303:  3.0647287517786026
========> pt_304:  2.729090228676796
========> pt_305:  3.330603390932083
========> pt_306:  2.4220363050699234
========> pt_307:  2.6407490670681
========> pt_308:  3.428639993071556
========> pt_309:  2.272786758840084
========> pt_310:  3.898942917585373
========> pt_311:  2.3297718539834023
========> pt_312:  2.2862500697374344
========> pt_313:  2.354222983121872
========> pt_314:  3.342531807720661
========> pt_315:  2.933186814188957
========> pt_316:  4.1892144456505775
========> pt_317:  4.537306576967239
========> pt_318:  5.331408008933067
========> pt_319:  2.1959153190255165
========> pt_320:  2.3420536145567894
========> pt_321:  3.999391905963421
========> pt_322:  3.015863262116909
========> pt_323:  6.981918811798096
========> pt_324:  2.845945581793785
========> pt_325:  3.3181552588939667
========> pt_326:  2.7559422701597214
========> pt_327:  2.591489814221859
========> pt_328:  2.605036050081253
========> pt_329:  6.414577513933182
========> pt_330:  7.161259949207306
========> pt_331:  3.454742319881916
========> pt_332:  2.272619865834713
========> pt_333:  2.311987057328224
========> pt_334:  1.955456268042326
========> pt_335:  5.058218240737915
========> pt_336:  3.9706461504101753
========> pt_337:  2.656227871775627
========> pt_338:  2.388196401298046
========> pt_339:  2.6258405670523643
========> pt_340:  3.2421858236193657
===============================================> mean Dose score: 3.292306776344776
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.042998532809,     best is           0.042998532809
            Average val evaluation index is   -3.292306776345,     best is           -3.231728154048
    Train use time   1523.91189
    Train loader use time     71.42121
    Val use time     45.46310
    Total use time   1572.63730
    End lr is 0.000147105928, 0.000147105928
    time: 03:34:14
Epoch: 81, iter: 40499
    Begin lr is 0.000147105928, 0.000147105928
========> pt_241:  3.0241453275084496
========> pt_242:  2.602105773985386
========> pt_243:  4.430304691195488
========> pt_244:  2.768206037580967
========> pt_245:  3.332553170621395
========> pt_246:  3.742755316197872
========> pt_247:  2.5419025123119354
========> pt_248:  2.5785965472459793
========> pt_249:  3.666594475507736
========> pt_250:  2.4391331896185875
========> pt_251:  3.7686628475785255
========> pt_252:  3.4297873824834824
========> pt_253:  3.7776166573166847
========> pt_254:  3.7075938284397125
========> pt_255:  3.518443815410137
========> pt_256:  2.4128668382763863
========> pt_257:  3.419366739690304
========> pt_258:  2.477221302688122
========> pt_259:  3.1259234622120857
========> pt_260:  4.332757033407688
========> pt_261:  3.847208432853222
========> pt_262:  3.413168489933014
========> pt_263:  3.0295153707265854
========> pt_264:  3.8063399866223335
========> pt_265:  2.579258903861046
========> pt_266:  3.2357048988342285
========> pt_267:  3.1938734278082848
========> pt_268:  3.898025266826153
========> pt_269:  2.801491804420948
========> pt_270:  4.850671663880348
========> pt_271:  3.9185872673988342
========> pt_272:  3.8187748193740845
========> pt_273:  2.660239301621914
========> pt_274:  4.260328598320484
========> pt_275:  3.4989603608846664
========> pt_276:  2.3871616646647453
========> pt_277:  2.3847054690122604
========> pt_278:  4.440619200468063
========> pt_279:  2.6835665106773376
========> pt_280:  2.8280363976955414
========> pt_281:  2.790173329412937
========> pt_282:  2.693316712975502
========> pt_283:  5.727130100131035
========> pt_284:  3.008977882564068
========> pt_285:  2.8902319446206093
========> pt_286:  3.0684898421168327
========> pt_287:  4.129749946296215
========> pt_288:  2.3343494161963463
========> pt_289:  3.7690886855125427
========> pt_290:  3.9547430723905563
========> pt_291:  2.5919727608561516
========> pt_292:  2.818724289536476
========> pt_293:  2.9841767996549606
========> pt_294:  2.761988751590252
========> pt_295:  3.217848651111126
========> pt_296:  2.102511301636696
========> pt_297:  4.318266548216343
========> pt_298:  3.2601213455200195
========> pt_299:  2.530270852148533
========> pt_300:  4.689158350229263
========> pt_301:  3.562210202217102
========> pt_302:  5.0680336356163025
========> pt_303:  3.060843273997307
========> pt_304:  2.776603102684021
========> pt_305:  3.343505524098873
========> pt_306:  2.511272169649601
========> pt_307:  2.7958010137081146
========> pt_308:  3.3950650319457054
========> pt_309:  2.391548864543438
========> pt_310:  3.7674500048160553
========> pt_311:  2.3294028639793396
========> pt_312:  2.3562009260058403
========> pt_313:  2.3187848180532455
========> pt_314:  3.2430946081876755
========> pt_315:  2.933998852968216
========> pt_316:  4.1628701239824295
========> pt_317:  4.350865967571735
========> pt_318:  4.917151927947998
========> pt_319:  2.3353518173098564
========> pt_320:  2.3097725957632065
========> pt_321:  3.31766813993454
========> pt_322:  2.9539579525589943
========> pt_323:  7.229360640048981
========> pt_324:  2.8118981048464775
========> pt_325:  3.481178432703018
========> pt_326:  2.7179892361164093
========> pt_327:  2.71848913282156
========> pt_328:  2.416704073548317
========> pt_329:  6.208580955862999
========> pt_330:  7.460366114974022
========> pt_331:  3.4779787808656693
========> pt_332:  2.3459216207265854
========> pt_333:  2.3412366211414337
========> pt_334:  1.9682804308831692
========> pt_335:  4.738970696926117
========> pt_336:  3.8400255143642426
========> pt_337:  2.8165390342473984
========> pt_338:  2.4231915175914764
========> pt_339:  2.8466319292783737
========> pt_340:  3.2804687321186066
===============================================> mean Dose score: 3.3359933035448193
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.042778926633,     best is           0.042778926633
            Average val evaluation index is   -3.335993303545,     best is           -3.231728154048
    Train use time   1527.56588
    Train loader use time     73.81538
    Val use time     44.98625
    Total use time   1575.95441
    End lr is 0.000144162991, 0.000144162991
    time: 04:00:30
Epoch: 82, iter: 40999
    Begin lr is 0.000144162991, 0.000144162991
========> pt_241:  2.869580239057541
========> pt_242:  2.387213818728924
========> pt_243:  4.750313684344292
========> pt_244:  2.903484031558037
========> pt_245:  3.925594948232174
========> pt_246:  3.8456474617123604
========> pt_247:  2.4361536279320717
========> pt_248:  2.623772658407688
========> pt_249:  4.2867618426680565
========> pt_250:  2.5183719024062157
========> pt_251:  4.064273908734322
========> pt_252:  3.9155422523617744
========> pt_253:  4.06967680901289
========> pt_254:  4.193993583321571
========> pt_255:  3.4012729302048683
========> pt_256:  2.2842927277088165
========> pt_257:  3.0462156236171722
========> pt_258:  2.378600053489208
========> pt_259:  2.7667853608727455
========> pt_260:  4.015410244464874
========> pt_261:  4.603001922369003
========> pt_262:  3.5510359331965446
========> pt_263:  2.904449664056301
========> pt_264:  4.355436488986015
========> pt_265:  2.655137851834297
========> pt_266:  3.710889182984829
========> pt_267:  3.59612625092268
========> pt_268:  4.338419139385223
========> pt_269:  2.77924757450819
========> pt_270:  5.725969150662422
========> pt_271:  3.359360098838806
========> pt_272:  3.1803378835320473
========> pt_273:  2.8386588767170906
========> pt_274:  4.319477826356888
========> pt_275:  3.531436435878277
========> pt_276:  2.3959574475884438
========> pt_277:  2.5155365467071533
========> pt_278:  4.840334728360176
========> pt_279:  3.2167701050639153
========> pt_280:  2.8826722130179405
========> pt_281:  2.935097999870777
========> pt_282:  2.9769599810242653
========> pt_283:  6.071880981326103
========> pt_284:  2.516176216304302
========> pt_285:  2.864936701953411
========> pt_286:  3.350107967853546
========> pt_287:  4.910732805728912
========> pt_288:  2.4455510079860687
========> pt_289:  4.1641053929924965
========> pt_290:  4.253207482397556
========> pt_291:  2.3678453639149666
========> pt_292:  3.408108502626419
========> pt_293:  3.4111086651682854
========> pt_294:  2.70704235881567
========> pt_295:  3.4127817675471306
========> pt_296:  2.199087329208851
========> pt_297:  4.869774132966995
========> pt_298:  3.363821879029274
========> pt_299:  2.7642590180039406
========> pt_300:  4.476684778928757
========> pt_301:  3.8134699687361717
========> pt_302:  5.412865877151489
========> pt_303:  3.356957621872425
========> pt_304:  2.932593822479248
========> pt_305:  3.5133175924420357
========> pt_306:  2.5229405984282494
========> pt_307:  2.8790610656142235
========> pt_308:  3.9986638352274895
========> pt_309:  2.5676434114575386
========> pt_310:  3.8832291588187218
========> pt_311:  2.2007906809449196
========> pt_312:  2.568754032254219
========> pt_313:  2.7964938804507256
========> pt_314:  3.6748773232102394
========> pt_315:  3.172919489443302
========> pt_316:  4.803897812962532
========> pt_317:  4.132936559617519
========> pt_318:  5.409143641591072
========> pt_319:  2.4452266097068787
========> pt_320:  2.469698078930378
========> pt_321:  3.9928478747606277
========> pt_322:  3.318798840045929
========> pt_323:  8.344321176409721
========> pt_324:  3.1086868047714233
========> pt_325:  3.668310083448887
========> pt_326:  2.9377401247620583
========> pt_327:  2.8162675723433495
========> pt_328:  3.0289914831519127
========> pt_329:  6.708089634776115
========> pt_330:  6.2004125863313675
========> pt_331:  3.869696743786335
========> pt_332:  2.517261542379856
========> pt_333:  2.567526325583458
========> pt_334:  2.0063024386763573
========> pt_335:  5.361686050891876
========> pt_336:  3.8928215950727463
========> pt_337:  3.1345630437135696
========> pt_338:  2.644202709197998
========> pt_339:  2.6934971660375595
========> pt_340:  3.3492831513285637
===============================================> mean Dose score: 3.5216927137225866
        ==> Saving latest model successfully !
            Average train loss is             0.042791458033,     best is           0.042778926633
            Average val evaluation index is   -3.521692713723,     best is           -3.231728154048
    Train use time   1520.24567
    Train loader use time     68.67746
    Val use time     45.26195
    Total use time   1567.13729
    End lr is 0.000141222323, 0.000141222323
    time: 04:26:37
Epoch: 83, iter: 41499
    Begin lr is 0.000141222323, 0.000141222323
========> pt_241:  2.8908171132206917
========> pt_242:  2.507031261920929
========> pt_243:  4.163519963622093
========> pt_244:  2.7557524293661118
========> pt_245:  3.2499515637755394
========> pt_246:  3.5290157049894333
========> pt_247:  2.4952100217342377
========> pt_248:  2.5086863711476326
========> pt_249:  3.8799236342310905
========> pt_250:  2.3254086449742317
========> pt_251:  3.600156456232071
========> pt_252:  3.7345827743411064
========> pt_253:  3.724370487034321
========> pt_254:  3.8010896369814873
========> pt_255:  4.132299497723579
========> pt_256:  2.190021649003029
========> pt_257:  3.017175979912281
========> pt_258:  2.28204358369112
========> pt_259:  3.4316375479102135
========> pt_260:  3.711114749312401
========> pt_261:  3.8047239929437637
========> pt_262:  3.427707478404045
========> pt_263:  2.818126082420349
========> pt_264:  3.8129103556275368
========> pt_265:  2.5721795111894608
========> pt_266:  3.22522584348917
========> pt_267:  3.2246072962880135
========> pt_268:  3.865153081715107
========> pt_269:  2.609003409743309
========> pt_270:  4.928301423788071
========> pt_271:  3.422211743891239
========> pt_272:  3.8326266780495644
========> pt_273:  2.560054212808609
========> pt_274:  4.575873464345932
========> pt_275:  3.4093596786260605
========> pt_276:  2.336256690323353
========> pt_277:  2.3256349936127663
========> pt_278:  4.406617879867554
========> pt_279:  2.4066881462931633
========> pt_280:  2.860354967415333
========> pt_281:  2.740059271454811
========> pt_282:  2.7268293499946594
========> pt_283:  6.294041126966476
========> pt_284:  3.2473409920930862
========> pt_285:  2.844804711639881
========> pt_286:  3.0575906857848167
========> pt_287:  4.158305861055851
========> pt_288:  2.2246574237942696
========> pt_289:  3.715706914663315
========> pt_290:  3.9972713217139244
========> pt_291:  2.459116540849209
========> pt_292:  2.7412642911076546
========> pt_293:  3.0028855055570602
========> pt_294:  2.660222612321377
========> pt_295:  3.1619906052947044
========> pt_296:  2.039906606078148
========> pt_297:  4.349967874586582
========> pt_298:  3.143746331334114
========> pt_299:  2.4454526975750923
========> pt_300:  4.324360229074955
========> pt_301:  3.5134182497859
========> pt_302:  5.144722014665604
========> pt_303:  3.0843986570835114
========> pt_304:  2.7376359328627586
========> pt_305:  3.387601263821125
========> pt_306:  2.384566217660904
========> pt_307:  2.7432891726493835
========> pt_308:  3.4909753128886223
========> pt_309:  2.3080874979496
========> pt_310:  3.5915672034025192
========> pt_311:  2.2517170384526253
========> pt_312:  2.3609584197402
========> pt_313:  2.44800616055727
========> pt_314:  3.1624946743249893
========> pt_315:  2.9138916358351707
========> pt_316:  4.126804023981094
========> pt_317:  4.111441783607006
========> pt_318:  4.767309129238129
========> pt_319:  2.296910099685192
========> pt_320:  2.322828061878681
========> pt_321:  3.502756394445896
========> pt_322:  2.8700024262070656
========> pt_323:  6.54765747487545
========> pt_324:  2.6840919628739357
========> pt_325:  3.8228264078497887
========> pt_326:  2.8445663675665855
========> pt_327:  2.604723647236824
========> pt_328:  2.403046227991581
========> pt_329:  6.236700862646103
========> pt_330:  7.9262880980968475
========> pt_331:  3.5687878727912903
========> pt_332:  2.379486672580242
========> pt_333:  2.286486066877842
========> pt_334:  2.011820077896118
========> pt_335:  4.783920720219612
========> pt_336:  3.59391700476408
========> pt_337:  2.6247315108776093
========> pt_338:  2.3465873673558235
========> pt_339:  2.6118046045303345
========> pt_340:  3.1701834872365
===============================================> mean Dose score: 3.296579547598958
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.042299670383,     best is           0.042299670383
            Average val evaluation index is   -3.296579547599,     best is           -3.231728154048
    Train use time   1520.97263
    Train loader use time     69.11207
    Val use time     45.34970
    Total use time   1569.73912
    End lr is 0.000138285059, 0.000138285059
    time: 04:52:47
Epoch: 84, iter: 41999
    Begin lr is 0.000138285059, 0.000138285059
========> pt_241:  3.0618448927998543
========> pt_242:  2.453826032578945
========> pt_243:  4.486098065972328
========> pt_244:  2.8826049342751503
========> pt_245:  3.438769094645977
========> pt_246:  3.8339482620358467
========> pt_247:  2.590273581445217
========> pt_248:  2.281690500676632
========> pt_249:  4.022551700472832
========> pt_250:  2.5406482070684433
========> pt_251:  3.8142189010977745
========> pt_252:  3.595524914562702
========> pt_253:  3.9629429951310158
========> pt_254:  3.806695155799389
========> pt_255:  3.25756449252367
========> pt_256:  2.4431579187512398
========> pt_257:  2.979084737598896
========> pt_258:  2.543288767337799
========> pt_259:  2.6014507189393044
========> pt_260:  4.561497196555138
========> pt_261:  4.424659535288811
========> pt_262:  3.4742161259055138
========> pt_263:  3.020312786102295
========> pt_264:  4.1342174634337425
========> pt_265:  2.6630592718720436
========> pt_266:  3.5917484387755394
========> pt_267:  3.4720874577760696
========> pt_268:  4.146296866238117
========> pt_269:  2.61393666267395
========> pt_270:  5.086602047085762
========> pt_271:  3.6307482048869133
========> pt_272:  3.4621351584792137
========> pt_273:  2.8004763647913933
========> pt_274:  3.803485333919525
========> pt_275:  3.3901721984148026
========> pt_276:  2.4534280970692635
========> pt_277:  2.4433117732405663
========> pt_278:  4.5852674543857574
========> pt_279:  2.5694862753152847
========> pt_280:  2.9024041816592216
========> pt_281:  2.840268090367317
========> pt_282:  2.7274812757968903
========> pt_283:  6.7108506709337234
========> pt_284:  2.5320279225707054
========> pt_285:  2.748182788491249
========> pt_286:  3.120184689760208
========> pt_287:  4.5424385368824005
========> pt_288:  2.3001426085829735
========> pt_289:  4.134255535900593
========> pt_290:  4.259353317320347
========> pt_291:  2.458019219338894
========> pt_292:  3.034251220524311
========> pt_293:  3.3624890819191933
========> pt_294:  2.8792566433548927
========> pt_295:  3.4129927307367325
========> pt_296:  2.1922199428081512
========> pt_297:  4.7380053251981735
========> pt_298:  3.4391597285866737
========> pt_299:  2.6491492614150047
========> pt_300:  4.621890038251877
========> pt_301:  3.730018250644207
========> pt_302:  5.303829982876778
========> pt_303:  3.070004917681217
========> pt_304:  2.755950093269348
========> pt_305:  3.476703092455864
========> pt_306:  2.466934695839882
========> pt_307:  2.8468937426805496
========> pt_308:  3.744960129261017
========> pt_309:  2.3896726220846176
========> pt_310:  4.0823085233569145
========> pt_311:  2.294066660106182
========> pt_312:  2.3720935732126236
========> pt_313:  2.5742200389504433
========> pt_314:  3.274092637002468
========> pt_315:  2.9798028990626335
========> pt_316:  4.551626518368721
========> pt_317:  4.245302230119705
========> pt_318:  5.545358583331108
========> pt_319:  2.3850267380476
========> pt_320:  2.2776996716856956
========> pt_321:  4.54731285572052
========> pt_322:  3.151899054646492
========> pt_323:  8.151255697011948
========> pt_324:  2.8509651497006416
========> pt_325:  3.388717621564865
========> pt_326:  2.817007899284363
========> pt_327:  2.8401916846632957
========> pt_328:  2.7342628687620163
========> pt_329:  6.505534201860428
========> pt_330:  6.471014991402626
========> pt_331:  3.813827745616436
========> pt_332:  2.3209601640701294
========> pt_333:  2.3633019626140594
========> pt_334:  1.9383891113102436
========> pt_335:  4.685264006257057
========> pt_336:  3.8232871890068054
========> pt_337:  3.065413013100624
========> pt_338:  2.6034706458449364
========> pt_339:  2.896175943315029
========> pt_340:  3.397229164838791
===============================================> mean Dose score: 3.432603979669511
        ==> Saving latest model successfully !
            Average train loss is             0.042718097337,     best is           0.042299670383
            Average val evaluation index is   -3.432603979670,     best is           -3.231728154048
    Train use time   1520.83882
    Train loader use time     69.40605
    Val use time     45.08492
    Total use time   1567.61143
    End lr is 0.000135352330, 0.000135352330
    time: 05:18:55
Epoch: 85, iter: 42499
    Begin lr is 0.000135352330, 0.000135352330
========> pt_241:  3.2657912746071815
========> pt_242:  2.8996144607663155
========> pt_243:  4.018747061491013
========> pt_244:  2.712583988904953
========> pt_245:  3.3373552560806274
========> pt_246:  3.673619367182255
========> pt_247:  2.7463508769869804
========> pt_248:  2.4710827693343163
========> pt_249:  3.527892306447029
========> pt_250:  2.5315627083182335
========> pt_251:  3.3352555334568024
========> pt_252:  3.2552579790353775
========> pt_253:  3.7706181034445763
========> pt_254:  3.3159999921917915
========> pt_255:  3.4410059824585915
========> pt_256:  2.372829206287861
========> pt_257:  3.207421489059925
========> pt_258:  2.4060769006609917
========> pt_259:  2.933165170252323
========> pt_260:  4.6741703152656555
========> pt_261:  3.5350940003991127
========> pt_262:  3.2677384465932846
========> pt_263:  2.87472914904356
========> pt_264:  3.2217708975076675
========> pt_265:  2.4573704227805138
========> pt_266:  3.1405847519636154
========> pt_267:  3.076314516365528
========> pt_268:  3.5834309086203575
========> pt_269:  2.529047839343548
========> pt_270:  4.672113358974457
========> pt_271:  3.870631344616413
========> pt_272:  3.707016482949257
========> pt_273:  2.586763873696327
========> pt_274:  4.1463495418429375
========> pt_275:  3.4443386271595955
========> pt_276:  2.35361747443676
========> pt_277:  2.254338823258877
========> pt_278:  3.8934018090367317
========> pt_279:  2.5790954008698463
========> pt_280:  3.1917236372828484
========> pt_281:  2.6656847074627876
========> pt_282:  2.562684081494808
========> pt_283:  5.968701466917992
========> pt_284:  2.9546985402703285
========> pt_285:  2.7959590405225754
========> pt_286:  2.9262717068195343
========> pt_287:  3.939862996339798
========> pt_288:  2.2613736242055893
========> pt_289:  3.439957946538925
========> pt_290:  3.6527859047055244
========> pt_291:  2.7971262484788895
========> pt_292:  2.84535676240921
========> pt_293:  2.7578769251704216
========> pt_294:  2.779315896332264
========> pt_295:  3.118859715759754
========> pt_296:  2.0701313205063343
========> pt_297:  3.8755687698721886
========> pt_298:  3.5476962476968765
========> pt_299:  2.4411246925592422
========> pt_300:  5.03376841545105
========> pt_301:  3.6921676993370056
========> pt_302:  4.617414698004723
========> pt_303:  2.80243918299675
========> pt_304:  2.601752169430256
========> pt_305:  3.471823036670685
========> pt_306:  2.3489629849791527
========> pt_307:  2.6137491688132286
========> pt_308:  3.187476210296154
========> pt_309:  2.2737031057476997
========> pt_310:  4.332728609442711
========> pt_311:  2.536243014037609
========> pt_312:  2.1946080774068832
========> pt_313:  2.201443389058113
========> pt_314:  2.916395291686058
========> pt_315:  2.75109950453043
========> pt_316:  3.512943647801876
========> pt_317:  5.11749655008316
========> pt_318:  4.549244120717049
========> pt_319:  2.273109592497349
========> pt_320:  2.2787070274353027
========> pt_321:  3.2482432574033737
========> pt_322:  2.7978913486003876
========> pt_323:  7.172261327505112
========> pt_324:  2.704727239906788
========> pt_325:  3.3556008338928223
========> pt_326:  2.616770975291729
========> pt_327:  2.6415347680449486
========> pt_328:  2.303708642721176
========> pt_329:  5.042365491390228
========> pt_330:  7.774469703435898
========> pt_331:  3.5148172825574875
========> pt_332:  2.3789069801568985
========> pt_333:  2.105665449053049
========> pt_334:  2.0988109707832336
========> pt_335:  4.481370821595192
========> pt_336:  4.1419800743460655
========> pt_337:  2.5520381331443787
========> pt_338:  2.2926178202033043
========> pt_339:  2.7368108555674553
========> pt_340:  3.3922552317380905
===============================================> mean Dose score: 3.2434303134679796
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.042229301844,     best is           0.042229301844
            Average val evaluation index is   -3.243430313468,     best is           -3.231728154048
    Train use time   1523.04327
    Train loader use time     71.42148
    Val use time     46.57419
